location,label,lat,lng
Springfield,Kouritenga Province,12.1631813,-0.2244662
Springfield Mall,Kangarli District,39.387194,45.1639852
Springfield VA,Malaita Province,-8.9446168,160.9071236
St. Mary 's Terrace,Baiti District,-0.510431,166.9275744
St. Mary's Road,Peschanokopskoye,46.1961,41.0775
Sudan,Tigray Region,14.0323336,38.3165725
Texas,"Bas-Rhin	",48.5986444,7.0266676
The Netherlands,Andijan Region,40.7685941,72.236379
Trenton,Bikin,46.8167,134.25
Trenton Avenue,Nippes,18.3990735,-73.4180211
United Arab Emirates,Saint Thomas,18.3380965,-64.8940946
University Drive,Somerset,51.105097,-2.9262307
US,Desnogorsk,54.1531,33.2903
Van Dyke Avenue,Province of Chieti,42.0334428,14.3791912
Virginia,Bhutan,27.514162,90.433601
Wash. DC,Geita,-2.8242257,32.2653887
Washington,Sint Eustatius,17.4890306,-62.973555
Washington DC,Kostel Municipality,45.4928255,14.8708235
Webster Ave.,Lower Austria,48.108077,15.8049558
Wisconsin,Youssoufia,32.0200679,-8.8692648
2932 University Drive,Almaty Region,45.0119227,78.4229392
Afghanistan,Sagaing Region,24.428381,95.3939551
Alder St,Teleorman County,44.0160491,25.2986628
Amsterdam,BerÃ«zovka,51.1808,45.9169
Atlanta,Liechtenstein,47.166,9.555373
Boston,Bel Air,34.1002455,-118.459463
Bowling Green,Basel-Stadt,47.566667,7.6
Bremerhaven,Chandigarh,30.7333148,76.7794179
Bronx,Bobrovka,54.0442,61.7444
Buenos Aires,Szabolcs-SzatmÃ¡r-Bereg County,48.0394954,22.00333
Cairo,Bagerhat District,22.6602436,89.7895478
California,Puerto Rico,18.220833,-66.590149
Camp George West Military Reservation,Assaba Region,16.7759558,-11.5248055
Canada,Nes,66.6019,44.676
Capitol Ave.,Wong Tai Sin,22.33353,114.19686
Charlottesville,Rakhine State,20.1040818,93.5812692
Chicago,BoumerdÃ¨s,36.6839559,3.6217802
City Park,Al Jawf,29.887356,39.3206241
Coal Mine Road,Kiruhura District,-0.1927998,30.8039474
Colfax Avenue,Gergebil,42.505,47.0658
Colorado,Coahuila,27.058676,-101.7068294
Columbus,ÄŒrnomelj Municipality,45.5361225,15.1944143
Cuba,Chichaoua,31.5383581,-8.7646388
Culver City,Auce Municipality,56.460168,22.9054781
Denver,Baymak,52.5833,58.3167
Detroit,Libya,26.3351,17.228331
Dulles Airport,Kaluga,54.5333,36.2667
Egypt,Levaya Rossoshâ€™,51.3339,39.4017
El Paso,Province of Brescia,45.5415526,10.2118019
El Segundo,MÃ©naka Region,15.9156421,2.396174
Europe,Haut-Lomami,-7.7052752,24.9042208
Floyd Ave.,New Taipei,24.9875278,121.3645947
France,PÅ™erov,49.4671356,17.5077332
Georgia,Turukhansk,65.7931,87.9622
Germany,Konstantinovka,49.6175,127.9889
Green Bay,Bayunovskiye Klyuchi,53.3281,84.1822
Greenlawn Ave.,Dojran Municipality,41.2436672,22.6913764
Guantanamo,Nikolayevsk-na-Amure,53.15,140.7333
Haarlem,ShchÃ«kino,54.0143,37.5143
Hamburg,Abaza,52.65,90.0833
Hezboliah,Blackburn with Darwen,53.6957522,-2.4682985
Houston,OchÃ«r,57.8833,54.7167
Howell St.,Braila,45.2652463,27.9594714
Lublin,Alagoas,-9.5713058,-36.7819505
Manhattan,Bovec Municipality,46.3380495,13.5524174
Hezboliah,Santa Catarina do Fogo,14.9309104,-24.3222577
