location,label,lat,lng
US,Moselle,49.0204566,6.2055322
Van Dyke Avenue,Sasykoli,47.5515,46.9968
Virginia,Kozani Prefecture,40.3005586,21.7887737
Wash. DC,Casablanca-Settat,33.2160872,-7.4381355
Washington,Cameroon,7.369722,12.354722
Washington DC,Mangystau Region,44.590802,53.8499508
Webster Ave.,Province of Lecce,40.2347393,18.1428669
Wisconsin,Aniva,46.7167,142.5167
2932 University Drive,Podlesnoye,45.7557,42.1077
Afghanistan,Eminkhyur,41.7658,48.3253
Alder St,Beya,53.0458,90.9414
Amsterdam,Chaykovskiy,56.7667,54.1167
Atlanta,Gonba,53.414,83.5716
Boston,Kampot Province,10.7325351,104.3791912
Bowling Green,Ulyanovo,53.7189,35.5356
Bremerhaven,Metro Manila,14.6090537,121.0222565
Bronx,Tirlyanskiy,54.2108,58.5806
Buenos Aires,Amuru District,2.9667878,32.0837445
Cairo,AnnobÃ³n Province,-1.4268782,5.6352801
California,Basel-Land,47.4418122,7.7644002
Camp George West Military Reservation,Warrington,40.2492741,-75.1340604
Canada,Bitola Municipality,41.0363302,21.3321974
Capitol Ave.,TuyÃªn Quang,21.7767246,105.2280196
Charlottesville,Dmitriyev-Lâ€™govskiy,52.1289,35.0756
Chicago,Rubtsovsk,51.5167,81.2
City Park,County Donegal,54.6548993,-8.1040967
Coal Mine Road,Bayangol,53.7731,110.2689
Colfax Avenue,Croatia,45.1,15.2
Colorado,Kunar,34.8465893,71.097317
Columbus,Karakoksha,51.7671,86.6947
Cuba,Mymensingh District,24.7538575,90.4072919
Culver City,Moscow,55.755826,37.6172999
Denver,City of Peterborough,44.3093636,-78.320153
Detroit,Lomovka,53.9208,58.3683
Dulles Airport,Lesozavodsk,45.4667,133.4
Egypt,Puttalam District,8.0259915,79.8471272
El Paso,Sadarak District,39.7105114,44.8864277
El Segundo,Cherbi,51.9,94.6
Europe,Kvanada,42.5614,46.1739
Floyd Ave.,Sulawesi Tengah,-1.4300254,121.4456179
France,Bolshesidorovskoye,45.0316,39.8388
Georgia,BÃ©ni Mellal-KhÃ©nifra,32.5719184,-6.0679194
Germany,Krasnyy Yar,54.2389,48.5508
Green Bay,Apulia,40.7928393,17.1011931
Greenlawn Ave.,Brvenica Municipality,41.9681482,20.9819586
Guantanamo,Verkhneye Sancheleyevo,53.7083,49.5128
Haarlem,Michigan,44.314844,-85.602364
Hamburg,Musorka,53.7567,49.7422
Hezboliah,Nana-GrÃ©bizi Economic Prefecture,7.1848607,19.3783206
Houston,Belomorsk,64.5167,34.7667
Howell St.,Toplica District,43.1906592,21.3407762
Lublin,Suoyarvi,62.0833,32.3667
Manhattan,RogachÃ«vo,56.4333,37.1667
Hezboliah,Bourgogne-Franche-ComtÃ©,47.2805127,4.9994372
