location,label,lat,lng
Washington DC,Suez,29.3682255,32.174605
Webster Ave.,Euboea,38.5236036,23.8584737
Wisconsin,Mymensingh Division,24.71362,90.4502368
2932 University Drive,Navashino,55.5333,42.2
Afghanistan,Hidalgo,26.1003547,-98.2630684
Alder St,Barinas,8.6231498,-70.2371045
Amsterdam,Daejeon,36.3504119,127.3845475
Atlanta,Slavgorod,53,78.65
Boston,Carazo,11.7274729,-86.2158497
Bowling Green,BelozÃ«rskoye,55.8214,65.5842
Bremerhaven,Lyubertsy,55.6814,37.8939
Bronx,Elistanzhi,42.9731,46.0203
Buenos Aires,TekirdaÄŸ,41.1121227,27.2676116
Cairo,Breytovo,58.2993,37.8617
California,Malaita Province,-8.9446168,160.9071236
Camp George West Military Reservation,Sulawesi Utara,0.6246932,123.9750018
Canada,Omaheke Region,-21.8466651,19.1880047
Capitol Ave.,Western Bahr el Ghazal,8.6452399,25.2837585
Charlottesville,Digora,43.15,44.15
Chicago,Shumen,43.2712398,26.9361286
City Park,Kondrovo,54.8064,35.9278
Coal Mine Road,West Darfur,12.8463561,23.0011989
Colfax Avenue,Chimaltenango Department,14.5634787,-90.9820668
Colorado,Lunda Norte Province,-8.3525022,19.1880047
Columbus,Krasnoslobodsk,54.4333,43.7833
Cuba,Dolenjske Toplice Municipality,45.7345711,15.0129493
Culver City,Jaunpiebalga Municipality,57.1433471,25.9951888
Denver,Kandahar,31.628871,65.7371749
Detroit,Warmian-Masurian Voivodeship,53.8671117,20.7027861
Dulles Airport,Bogorodsk,56.0997,43.5072
Egypt,PanevÄ—Å¾ys District Municipality,55.6166728,24.3142283
El Paso,Arkhangelâ€™skoye,44.6186,44.0931
El Segundo,Gelderland,52.045155,5.8718235
Europe,Bolâ€™shoye Uro,53.5439,109.8428
Floyd Ave.,Bor,56.3603,44.0592
France,Lipetsk,52.6167,39.6
Georgia,Staromunasipovo,53.2361,57.5278
Germany,Akmola Region,51.916532,69.4110494
Green Bay,Urada,42.3855,46.5605
Greenlawn Ave.,Poole,50.71505,-1.987248
Guantanamo,Fujairah,25.1288099,56.3264849
Haarlem,Veliko Tarnovo Province,43.0756539,25.61715
Hamburg,Mikhaylovka,54.805,55.8919
Hezboliah,Agidel,55.9,53.9333
Houston,HÃ³dmezÅ‘vÃ¡sÃ¡rhely,46.4181262,20.3300315
Howell St.,Kamennogorsk,60.95,29.1333
Lublin,Dhaalu Atoll,2.8468502,72.9460566
Manhattan,Sana'a Governorate,15.3168913,44.4748018
Hezboliah,Verkh-Tula,54.8833,82.7806
