location,label,lat,lng
United Arab Emirates,Middle Shebelle,2.9250247,45.9039689
University Drive,Vichada,4.4234452,-69.2877535
US,Nilphamari District,25.8482798,88.9414134
Van Dyke Avenue,Prachin Buri,14.0420699,101.6600874
Virginia,Namutumba District,0.849261,33.6623301
Wash. DC,TrÅ¾iÄ Municipality,46.3593514,14.3006623
Washington,Andaman and Nicobar Islands,11.7400867,92.6586401
Washington DC,Pwani,-7.3237714,38.8205454
Webster Ave.,Caldas,5.29826,-75.2479061
Wisconsin,Tarfaya (EH-partial),27.9377701,-12.9294063
2932 University Drive,A'ana,-13.898418,-171.9752995
Afghanistan,Driouch,34.976032,-3.3964493
Alder St,Slovenj Gradec City Municipality,46.4877718,15.0729478
Amsterdam,Vihiga,0.0767553,34.7077665
Atlanta,Gharbia,30.8753556,31.03351
Boston,Ashgabat,37.9600766,58.3260629
Bowling Green,Kasungu District,-13.1367065,33.258793
Bremerhaven,Hama Governorate,35.1887865,37.2115829
Bronx,Gradsko Municipality,41.5991608,21.8807064
Buenos Aires,UherskÃ© HradiÅ¡tÄ›,49.0597969,17.4958501
Cairo,Tabora,-5.0342138,32.8084496
California,Vaavu Atoll,3.3955438,73.5122928
Camp George West Military Reservation,Mtarfa,35.8895125,14.3951953
Canada,Central Province,7.2564996,80.7214417
Capitol Ave.,Ash Sharqiyah North Governorate,22.7141196,58.5308064
Charlottesville,Ben Arous Governorate,36.6435606,10.2151578
Chicago,Harghita County,46.4928507,25.6456696
City Park,Tuzla Canton,44.5343463,18.6972797
Coal Mine Road,Province of Siena,43.2937732,11.4339148
Colfax Avenue,Nicosia District (LefkoÅŸa),35.1855659,33.3822764
Colorado,BirÅ¡tonas Municipality,54.5669664,24.0093098
Columbus,Kuzma Municipality,46.8351038,16.08071
Cuba,Gorje Municipality,46.3802458,14.0685339
Culver City,Ribeira Brava Municipality,16.6070739,-24.2033843
Denver,Hermanas Mirabal Province,19.3747559,-70.3513235
Detroit,Santa LuÄ‹ija,35.856142,14.50436
Dulles Airport,Muta Municipality,46.6097366,15.1629995
Egypt,American Samoa,-14.270972,-170.132217
El Paso,Kakheti,41.6481602,45.6905554
El Segundo,Waikato Region,-37.6190862,175.023346
Europe,Jeju,33.9568278,-84.13135
Floyd Ave.,Dolj County,44.1623022,23.6325054
France,Makedonski Brod Municipality,41.5133088,21.2174329
Georgia,LimÃ³n Province,9.9896398,-83.0332417
Germany,Province of Avellino,40.996451,15.1258955
Green Bay,Centrale Region,8.6586029,1.0586135
Greenlawn Ave.,Madeira,32.7607074,-16.9594723
Guantanamo,Sarangani,5.9267175,124.994751
Haarlem,Chiapas,16.7569318,-93.1292353
Hamburg,TauragÄ— District Municipality,55.250366,22.29095
Hezboliah,Canton of Vianden,49.9341924,6.2019917
Houston,Salamat Region,10.9691601,20.7122465
Howell St.,Ryanggang Province,41.2318921,128.5076359
Lublin,Matagalpa,12.9498436,-85.4375574
Manhattan,CaazapÃ¡,-26.1827713,-56.3712327
