location,label,lat,lng
Van Dyke Avenue,Chita,52.0333,113.5
Virginia,Magadan,59.5667,150.8
Wash. DC,Iceland,64.9631,-19.0208
Washington,Maryland,39.045755,-76.641271
Washington DC,Luxembourg,49.8153,6.1296
Webster Ave.,Canada,49.2827,-123.1207
Wisconsin,Ulan-Ude,51.8272,107.6064
Yekaterinburg,Yekaterinburg,56.8356,60.6128
Elista,Elista,46.3167,44.2667
Antigua and Barbuda,Antigua and Barbuda,17.060816,-61.796428
Burkina Faso,Burkina Faso,12.238333,-1.561593
Gibraltar,Gibraltar,36.137741,-5.345374
India,India,21,78
Christmas Island,Christmas Island,-10.447525,105.690449
Saudi Arabia,Saudi Arabia,23.885942,45.079162
Monaco,Monaco,43.7333,7.4167
Albania,Albania,41.153332,20.168331
Guyana,Guyana,4.860416,-58.93018
Magas,Magas,43.1667,44.8167
Ecuador,Ecuador,-1.8312,-78.1834
Samoa,Samoa,-13.759029,-172.104629
Finland,Finland,64,26
Congo [DRC],Congo,-4.038333,21.758664
New Mexico,New Mexico,34.97273,-105.032363
Peru,Peru,-9.19,-75.0152
Jordan,Jordan,30.585164,36.238414
Jordan,Jordan,31.24,36.51
Brazil,Brazil,-14.235004,-51.92528
Cape Verde,Cape Verde,16.002082,-24.013197
Cheboksary,Cheboksary,56.1333,47.25
Lithuania,Lithuania,55.169438,23.881275
Philippines,Philippines,13,122
Dominican Republic,Dominican Republic,18.7357,-70.1627
New York,New York,43.299428,-74.217933
Latvia,Latvia,56.8796,24.6032
Vladikavkaz,Vladikavkaz,43.04,44.6775
Yoshkar-Ola,Yoshkar-Ola,56.6328,47.8958
Maldives,Maldives,3.202778,73.22068
Montenegro,Montenegro,42.708678,19.37439
Norfolk Island,Norfolk Island,-29.040835,167.954712
Macedonia [FYROM],Macedonia [FYROM],41.608635,21.745275
California,California,36.778261,-119.417932
Texas,Texas,31.968599,-99.901813
South Korea,South Korea,35.907757,127.766922
Grenada,Grenada,12.262776,-61.604171
North Macedonia,North Macedonia,41.6086,21.7453
Nepal,Nepal,28.394857,84.124008
Tunisia,Tunisia,33.886917,9.537499
Bryansk,Bryansk,53.25,34.3667
Bahrain,Bahrain,26.0275,50.55
