location,label,lat,lng
Laurel Avenue,Dhaka District,23.810514,90.3371889
LAX,Thaa Atoll,2.4311161,73.1821623
Lee Highway,Bordj Baji Mokhtar,22.966335,-3.9472732
Little York Rd.,PÅ™Ã­bram,49.6947959,14.082381
London,Casablanca,33.5722678,-7.6570326
Los Angeles,Inhambane Province,-22.8527997,34.5508758
Lublin,Conwy County Borough,53.2935013,-3.7265161
Manhattan,Guadalcanal Province,-9.5773284,160.1455805
Marshall Avenue,Imathia Regional Unit,40.6060067,22.1430215
McNary,ManabÃ­,-1.0543434,-80.452644
McRae Blvd,DÄ›ÄÃ­n,50.7725563,14.2127612
Merrifield,Riyadh,22.7554385,46.2091547
Miami,Shamakhi District,40.6318731,48.6363801
Michigan,Å iauliai District Municipality,55.9721456,23.0332371
Minneapolis,UsulutÃ¡n Department,13.4470634,-88.556531
Minnesota,Silistra Province,44.1147101,27.2671454
Myrtle Ave,Antrim,54.7195338,-6.2072498
New Jersey,Hawalli Governorate,29.3056716,48.0307613
New Orleans,Al-Raqqah Governorate,35.9594106,38.9981052
New York,KÃ©dougou,12.5604607,-12.1747077
New York City,Pattani,6.7618308,101.3232549
North Bergen,Kaduna,10.3764006,7.7094537
O'Hare,MÄ“rsrags Municipality,57.3306881,23.1023707
Paddington,Cambridgeshire,52.2052973,0.1218195
Paris,Laguna,33.5427189,-117.7853568
Poland,Republic of Bashkortostan,54.2312172,56.1645257
Queens,Khomas Region,-22.6377854,17.1011931
Rhinelander Platz.,West Coast Region,62.4113634,-149.0729714
Richmond,Bukidnon,8.0515054,124.9229946
Rio Grande,Sabaragamuwa Province,6.7395941,80.365865
Rue St. Sebastien,Santo Domingo de los TsÃ¡chilas,-0.2521882,-79.1879383
San Gabriel,Nazarje Municipality,46.2821741,14.9225629
Seattle,BoquerÃ³n Department,-21.7449254,-60.9540073
Sheldon St.,San MartÃ­n,37.0849464,-121.6102216
Springfield,Shropshire,52.7063657,-2.7417849
Springfield Mall,Mohammadia,33.6873749,-7.4239142
Springfield VA,Zabul,32.1918782,67.1894488
St. Mary 's Terrace,Saint Lucy,38.7614625,-77.4491439
St. Mary's Road,Mountain Province,40.7075437,-73.9501033
Sudan,Ifugao,16.8330792,121.1710389
Texas,SemiÄ Municipality,45.6520534,15.1820701
The Netherlands,Kumi District,1.4876999,33.9303991
Trenton,North Down Borough Council,54.6536297,-5.6724925
Trenton Avenue,Skhirate-TÃ©mara,33.7622425,-7.0419052
United Arab Emirates,Olomouc,49.593778,17.2508787
University Drive,Ninh Thuáº­n,11.6738767,108.8629572
US,Petnjica Municipality,42.935348,20.0211449
Van Dyke Avenue,Quáº£ng BÃ¬nh,17.6102715,106.3487474
Virginia,YucatÃ¡n,20.7098786,-89.0943377
Wash. DC,Hauts-de-Seine,48.8403008,2.1012559
Washington,Bono East,7.75,-1.05
Washington DC,SÄ“ja Municipality,57.2006995,24.5922821
Webster Ave.,Serua,-18.1804749,178.050979
Wisconsin,Háº£i DÆ°Æ¡ng,20.9373413,106.3145542
2932 University Drive,Auckland Region,-36.6675328,174.7733325
Afghanistan,Savanne District,-20.473953,57.4853561
Alder St,London Borough of Hillingdon,51.5351832,-0.4481378
Amsterdam,Algiers,36.6997294,3.0576199
Atlanta,Ngora District,1.4908115,33.7517723
Boston,Tissemsilt,35.6053781,1.813098
Bowling Green,Palmyra Atoll,5.8885026,-162.0786656
Bremerhaven,Zamboanga del Sur,7.8383054,123.2966657
Bronx,CanindeyÃº,-24.1378735,-55.6689636
Buenos Aires,Podlehnik Municipality,46.3310782,15.8785836
Cairo,Prienai District Municipality,54.638358,23.9468009
California,Hunedoara County,45.793638,22.9975993
Camp George West Military Reservation,Molise,41.6738865,14.7520939
Canada,La Condamine,43.7350665,7.419906
Capitol Ave.,Taourirt,34.212598,-2.6983868
Charlottesville,Minsk Region,54.1067889,27.4129245
Chicago,Visaginas Municipality,55.594118,26.4307954
City Park,Liguria,44.3167917,8.3964938
Coal Mine Road,Puducherry,11.9415915,79.8083133
Colfax Avenue,Kotor Municipality,42.5740261,18.6413145
Colorado,Tiá»n Giang,10.4493324,106.3420504
Columbus,Northern,38.063817,-84.4628648
Cuba,Panchagarh District,26.2708705,88.5951751
Culver City,Corse-du-Sud,41.8572055,8.4109183
Denver,Shinyanga,-3.6809961,33.4271403
Detroit,Al Mahrah Governorate,16.5238423,51.6834275
Dulles Airport,Takhar,36.6698013,69.4784541
Egypt,Ceredigion,52.2191429,-3.9321256
El Paso,Zawiya District,32.7630282,12.7364962
El Segundo,Emilia-Romagna,44.5967607,11.2186396
Europe,Mashonaland West Province,-17.4851029,29.7889248
Floyd Ave.,GÃ¤vleborg County,61.3011993,16.1534214
France,Aetolia-Acarnania Regional Unit,38.7084386,21.3798928
Georgia,Jegunovce Municipality,42.074072,21.1220478
Germany,PanevÄ—Å¾ys County,55.9748049,25.0794767
Green Bay,Armavir Region,40.1554631,44.0372446
Greenlawn Ave.,KarvinÃ¡,49.8566524,18.5432186
Guantanamo,Municipality of Å kofljica,45.9840962,14.5746626
Haarlem,Al Jazirah,14.8859611,33.438353
Hamburg,Battambang Province,13.0286971,102.989615
Hezboliah,Ialoveni District,46.863086,28.8234218
Houston,Tailevu,-17.8269111,178.293248
Howell St.,Baker Island,0.1936266,-176.476908
Lublin,Saint Luke Parish,42.1051363,-80.0570722
Manhattan,Bishkek,42.8746212,74.5697617
