location,label,lat,lng
London,Ziguinchor,12.5641479,-16.2639825
Los Angeles,Vest-Agder,58.0999081,6.5869809
Lublin,Podkarpackie Voivodeship,50.0574749,22.0895691
Manhattan,Najran,18.3514664,45.6007108
Marshall Avenue,Khimki,55.8892,37.445
McNary,Lovech Province,43.1367798,24.7139335
McRae Blvd,Boguchany,58.3667,97.45
Merrifield,Surkhakhi,43.1875,44.9019
Miami,Severomorsk,69.0692,33.4167
Michigan,Iglino,54.8385,56.4232
Minneapolis,ForÃ©cariah Prefecture,9.3886187,-13.0817903
Minnesota,Massachusetts,42.407211,-71.382437
Myrtle Ave,Yegoryevsk,55.3667,39.0167
New Jersey,Cakaudrove,-16.5814105,179.5120084
New Orleans,TrÃ  Vinh,9.812741,106.2992912
New York,Fianarantsoa Province,-22.353624,46.8252838
New York City,Krasnyy Klyuch,55.3842,56.6483
North Bergen,Lakes,37.1628255,-95.6911623
O'Hare,Guercif,34.2345036,-3.3813005
Paddington,Gorje Municipality,46.3802458,14.0685339
Paris,Okino-Klyuchi,50.5989,107.1033
Poland,Sokolov,50.2013434,12.6054636
Queens,Treskovo,52.0463,106.89
Rhinelander Platz.,Argentina,-38.416097,-63.616672
Richmond,Podolsk,55.4297,37.5444
Rio Grande,Hautes-PyrÃ©nÃ©es,43.1429462,-0.4009736
Rue St. Sebastien,Segezha,63.7415,34.3222
San Gabriel,Eastern Finland Province,62.5633891,28.5024042
Seattle,Alif Alif Atoll,4.085,72.8515479
Sheldon St.,Duarte Province,19.2090823,-70.0270004
Springfield,Adjara,41.6005626,42.0688383
Springfield Mall,AnzoÃ¡tegui,8.5913073,-63.9586111
Springfield VA,Metropolitan City of Cagliari,39.2238411,9.1216613
St. Mary 's Terrace,Cat Island,30.2280136,-89.1014933
St. Mary's Road,Blackburn with Darwen,53.6957522,-2.4682985
Sudan,Novomikhaylovka,53.2529,91.5673
Texas,London Borough of Camden,51.5454736,-0.1627902
The Netherlands,Hawaii,19.8967662,-155.5827818
Trenton,Tulun,54.5667,100.5667
Trenton Avenue,Ribeira Grande,37.8210369,-25.5148137
United Arab Emirates,Chitipa district,-9.7037655,33.2700253
University Drive,Ismailovo,55.5597,54.6303
US,Agoy,44.1456,39.0378
Van Dyke Avenue,Crete Region,35.240117,24.8092691
Virginia,Klyuchi,57.0175,57.418
Wash. DC,Dubovka,49.05,44.8333
Washington,Cheremnoye,53.1683,83.215
Washington DC,Bogoroditskoye,46.3289,41.1758
Webster Ave.,Ê»Eua,37.09024,-95.712891
Wisconsin,Iowa,41.878003,-93.097702
2932 University Drive,RÄ“zekne Municipality,56.3273638,27.3284331
Afghanistan,Digora,43.15,44.15
Alder St,Martinique,14.641528,-61.024174
Amsterdam,Northwestern Region,41.9133932,-73.0471688
Atlanta,Wajir,1.6360475,40.3088626
Boston,Bali,-8.3405389,115.0919509
Bowling Green,Reading,36.1486659,-95.9840012
Bremerhaven,District of Columbia,38.9071923,-77.0368707
Bronx,Grand'Anse Praslin,-4.3176219,55.7078363
Buenos Aires,Christmas Island,-10.447525,105.690449
Cairo,AkmenÄ— District Municipality,56.2455029,22.7471169
California,Northern Division,32.8768766,-117.2156345
Camp George West Military Reservation,Kirov Oblast,58.4198529,50.2097248
Canada,Armenia,40.069099,45.038189
Capitol Ave.,Ha'il,27.7076143,41.9196471
Charlottesville,Zheleznovodsk,44.1333,43.0333
Chicago,Ethiopia,9.145,40.489673
City Park,Berovo Municipality,41.6661929,22.762883
Coal Mine Road,Aleppo Governorate,36.2262393,37.4681396
Colfax Avenue,Tuzla Canton,44.5343463,18.6972797
Colorado,North Tyneside,55.0182399,-1.4858436
Columbus,Kabale District,-1.2493084,30.0665236
Cuba,Lwengo District,-0.4165288,31.3998995
Culver City,Northern Red Sea Region,16.2583997,38.8205454
Denver,Al Anbar Governorate,32.5597614,41.9196471
Detroit,Shizuoka Prefecture,35.0929397,138.3190276
Dulles Airport,OlÃ«kminsk,60.3833,120.4333
Egypt,Sipaliwini District,3.6567382,-56.2035387
El Paso,PiauÃ­,-7.7183401,-42.7289236
El Segundo,Kakumiro District,0.7808035,31.3241389
Europe,Muyinga Province,-2.7793511,30.2974199
Floyd Ave.,Carrickfergus Borough Council,54.7256843,-5.8093719
France,Tameside,53.4805828,-2.0809891
Georgia,Ahal Region,38.6399398,59.4720904
Germany,Shchelkovo,55.9167,38
Green Bay,Orkhon Province,49.004705,104.3016527
Greenlawn Ave.,Dumfries and Galloway,55.0701073,-3.6052581
Guantanamo,Rabat,33.9715904,-6.8498129
Haarlem,Province of Chieti,42.0334428,14.3791912
Hamburg,Å empeterâ€“Vrtojba Municipality,45.9290095,13.6415594
Hezboliah,Ulu-Telyak,54.9128,56.9794
Houston,Casablanca-Settat,33.2160872,-7.4381355
Howell St.,Kuvandyk,51.4833,57.35
Lublin,Uttarakhand,30.066753,79.0192997
Manhattan,Slyudyanka,51.6594,103.7061
Hezboliah,Aksakovo,54.0181,54.1525
