mg,mo,gm,go,om,og
"24,25,28,30,32,34,39,42,44,45","0,1,2,13,27,32,33,39,40,42,48","15,25,27,28,29,30,42,47","4,6,7,10,12,20,22,31,36,43,47","6,9,12,17,24,32,34,40,44","2,7,10,13,15,25,27,29,31,32,33,40,41,45"
"11,15,17,22,27,30,34,35,43,47","2,3,4,5,8,14,19,40,44,46,47","11,16,19,23,28","3,4,13,15,17,23,26,27,34,39,45,48","5,14,17,22,30,35,39,42,45,46","1,2,14,18,32,34,42,45,46,49"
"4,5,9,14,19,21,25,33,36,38,47,48,49","6,10,14,15,20,21,26,37,39,40,42","1,6,8,16,18,20,22,26,28,30,31,34,36,38,39,42,43,48","12,15,19,31,32,42,45,47,49","5,15,18,23,43,47,48","10,12,14,15,26,28,32,44,45,46"
"13,16,22,32,40,42,46","1,4,6,7,26,34,35,44,45","0,2,13,14,20,30,40,44,46","10,15,22,23,25,27,30,31,34,35,36,37,40,45","1,5,6,10,18,22,27,30,40,45,46,48","5,6,7,8,11,16,17,19,38,40,44,47"
"3,5,13,16,18,22,30,32,37,44,46,47,48","9,11,16,17,18,20,23,28,32,35,46","5,9,12,16,17,20,24,30,35,38,42,47","6,8,11,12,14,25,27,32,36,39,43,49","1,2,3,11,12,33,35,36,48","0,14,16,18,22,25,32,35,38,47"
"0,2,6,10,19,22,25,27,33,36,44,49","7,12,27,29,30,42,48,49","3,6,8,11,16,17,18,25,26,37","10,12,18,29,39,49","0,6,12,16,17,27,36,38,41,45,46,48","2,3,4,11,12,13,16,22,23,26,30,43"
"11,12,14,15,17,20,26,28,34","2,15,19,25,28,30,36,43","0,6,13,14,18,19,27,39,46","6,13,14,15,17,27,44","3,4,6,14,19,24,30,32,40","8,25,32,39,40,43,48"
"5,7,9,14,15,17,19,23,24,27,33,38,39,40","3,10,11,15,25,26,32,41","3,4,11,16,17,22,29,30,35,36,42","13,18,26,30,33,38,42,47","2,9,14,19,23,25,27,28,43","7,11,16,32,44,49"
"9,12,15,16,19,21,23,29,31,38,39,41,43,44,46,47,49","5,12,13,18,23,25,36,48","5,7,14,26,30,32,43,49","5,6,11,14,24,26","0,1,6,14,18,21,30,40,42,49","0,3,15,17,23,24,33,35,36,38,39,45,47"
"1,8,11,16,21,24,31,34,39,45,46,49","1,4,5,16,17,31,34,38,42","2,7,12,15,17,18,24,29,30,36,42,46,47","13,20,25,31,37,42,47,49","11,16,29,34,39,41,42,47","0,3,6,12,24,27,33,38,40,47,48"
"4,8,9,12,13,14,21,35,39","8,9,21,27,32,33,34,39,41,44,47","0,3,16,37,40,46","22,29,34,46","0,5,9,12,14,23,24,33,37,39","6,8,10,19,27,28,31,46,47"
"0,2,4,7,26","9,18,31,33,34,36,43","1,3,9,12,18,19,20,24,27,44","5,26,28,29,35,47","2,5,7,9,12,20,27,34,35,43,45,49","1,2,9,29,31,32,40,43,45"
"0,4,9,12,17,22,26,36,48,49","0,4,5,7,11,13,32,35,42,45,47,49","1,2,7,11,13,14,15,22,31,34,40,41,43","7,14,15,25,29,36,42","29,31,35,38,41,47,48","8,10,13,20,39,46"
"3,7,11,40,41","1,3,8,12,17,20,25,30,31,32,37","8,17,18,37,38","4,5,9,15,18,27,31,37,38,45,49","0,3,8,14,18,24,26,29,36,38,40,42","4,11,13,25,26,27,32,35,39"
"2,5,9,14,19,21,33,40,41","0,5,10,16,20,23,34,37,38,41","3,6,10,17,19,35,36,37,42,45,49","7,8,18,19,27,33,38,46","2,25,29,35,38,40,43","18,27,35,38,41,42,44,48"
"10,15,26,30,31,39","0,17,24,25,29,31,33,34,35","2,6,7,8,10,12,15,27,34,35,41,44,45,47","5,6,10,14,16,23,35,37,38,40,42,44","5,16,17,18,23,25,29,33,36","1,6,9,13,14,19,22,27,30,32,36,39,41,42,46,49"
"4,8,9,12,15,18,33,40,42,43,47,48,49","0,4,23,28,33,36,47","0,1,3,5,16,21,22,25,31,34,37,38,41,48","5,6,12,15,23,30,38,44,46,48","12,13,17,31,37,39","2,11,17,18,21,29,31,34,35,47,49"
"1,6,10,16,21,25,28,36,38,40,43","2,13,15,17,21,29,31,34,43,47,48","2,6,11,15,17,34,41,44","4,5,7,9,10,19,20,23,24,25,27,32,34,35,37,42,49","0,1,7,9,10,15,20,28,29,31,34,41,43,44","1,6,11,13,14,16,23,24,27,29,33,36,38,42,43,49"
"4,10,11,12","0,2,5,8,17,27,32,36","3,4,10,16,27,35","3,9,12,20,29,31,38,42,47","14,16,26,35,45","7,21,31,41,47,48"
"1,7,10,17,19,29,31,36,42,43,48","1,6,7,19,22,23,24,25,27,33,41","2,6,7,18,29,46","1,8,10,21,26,27,30,34,37,38","5,6,15,25,27,32,36,41,43","2,3,5,6,8,15,20,21,22,28,31,32,39,48"
"8,10,12,13,14,17,18,19,30,35,37,38,39,40,47,49","11,13,16,18,40,45","1,10,11,14,25,30,31,32,37,40,43,45,46","1,3,4,15,25,31,40,45,49","2,4,7,15,16,23,36,40,41,42,45,48,49","0,4,6,13,17,26,29,32,43,45"
"2,3,4,6,12,22,26,30,43,45","1,7,8,9,22,26,27,31,32,37,38,39,40,41,43","5,18,19,25,29,36,37,47","6,7,10,20,21,26,28,29,32,33,37,43","1,4,5,8,19,21,23,25,27,31,33,34,37,40,41","1,2,8,10,12,13,19,23,28,30,33,44"
"6,7,18,30,37","5,10,16,29,37,44,46,49","10,13,14,34,40,41,44","2,3,9,10,11,12,14,16,17,21,23,25,29,30,40,41,47,48","4,10,14,17,20,22,23,28,31,47","0,2,6,12,14,27,31,34,36,38,42,46,49"
"1,3,36,37,45,49","4,8,14,20,25,31,45,46,47","12,15,17,24,26,40,42,46","1,6,7,9,10,18,19,27,31,33,34,37","0,5,7,10,20,21,25,26,29,40,44","0,1,4,5,17,24,31,33,41,46,48"
"1,3,12,22,25,26,27,32,35,39,41,43,46","2,5,8,10,19,21,27,31,34,38","1,8,10,11,16,19,38,40,44,49","0,9,11,26,32,36,48,49","6,7,13,19,20,21,24,25,27,34,40","0,9,11,13,20,27,29,33,46"
"0,7,14,17,24,25,28,37,39,49","0,7,8,11,14,21,22,24,28,37,39,42,44,48,49","2,5,11,20,30,34,43,46,48","4,14,18,23,24,26,36,41,42,47","2,7,9,13,14,22,25,41","3,6,9,13,21,25,27,37,38,45,49"
"1,4,6,12,17,19,24,31,38,43","7,14,15,23,25,29,30,46,48","7,12,15,22,27,29,33,38,39,40","2,18,25,27,32,37,39,41,42","6,7,8,9,16,18,21,26,28","3,10,13,14,22,34,35,41,44,45"
"15,20,23,24,26,30,31,38","2,20,26,31,43,46","1,2,4,5,8,14,30,32,33,35,38,40,41,44","4,5,6,35,38,39,40,44","2,3,7,9,12,23,24,31,32,35,39,40,42,47","5,8,13,19,23,25,27,29,31,33,36,42,48"
"0,8,12,14,23,26,34,36,37,41,43,44","1,5,9,15,22,23,24,38,41,42,45,46,49","12,17,18,27,30,36,37,42,44,47,49","0,1,5,13,14,18,19,24,27,32,35,38,40,44,48","2,3,19,24,31,34,38,48","17,23,24,25,26,28,29,37,38,45,47,48"
"2,4,5,12,16,36,43,45","2,4,11,19,20,26,37,43","0,2,10,17,18,19,20,25,30,34,35,42","1,4,6,16,18,22,23,25,29,41,48","5,10,12,20,31,35","0,7,11,14,15,36,37,40"
"3,4,5,13,20,22,30,32,33,34,36,37,47","10,13,16,18,23,24,30,31,33,34,37,41,44","0,2,9,13,17,23,24,26,27,30","4,10,13,16,19,21,39,43,45","4,5,10,11,12,30,31,42","1,6,13,25,30,32,37,38"
"0,4,7,22,25,26,27,32,37,45","2,6,7,15,19,22,27,29,30,31,35","6,9,18,23,24,34,38","4,10,24,25,28,33,36,43,46,48","0,5,6,17,20,24,29,31,38,40,42,45","3,5,7,8,32,35,36,39"
"0,7,10,12,14,17,19,24,33,38,39,43,47","2,11,18,19,23,30,37,40,41,42,45,46,49","1,3,10,13,26,29","0,6,11,24,25,27,32,37,47,48","0,3,7,10,12,15,19,22,35,38,42","0,1,3,4,12,17,19,22,25,27,28,35,36,47"
"12,18,22,30,35","5,12,17,21,24,27,29,44,47","1,2,3,5,11,18,26,27,29,31,34,36,38,39,42","5,15,16,21,27,30,48","0,1,5,16,21,27,31,37,39","3,6,10,14,31,40,41,45"
"13,21,25,27,32,34,37,38,44","2,10,27,33,45","2,6,8,10,14,15,18,38,44","0,12,13,17,24,31,36","4,11,13,20,32,35,40,43,46,49","1,4,16,25,26,37,38,46"
"1,2,3,5,8,24,25,30","7,8,11,13,15,21,28,30,41","3,4,9,10,19,31,33,39,41,48","3,5,9,10,11,12,18,21,30,35,36,38,43,49","4,6,7,9,13,22,30,33,38,42,44,48","1,11,12,13,23,30,40,46,48"
"1,7,8,13,16,19,20,29,30,33,35","2,5,8,11,13,15,44,46","0,2,3,8,13,14,18,19,34","7,11,12,20,22,25,32,33,34,44,45,48","11,14,32,33,36,37,38,42,46","20,24,26,41"
"2,5,9,10,14,19,25,31,38","0,2,6,12,19,22,32,37,48","0,1,7,11,12,14,18,26,30,40,42","1,13,14,18,19,20,26,28,38,42","0,3,5,6,11,20,22,26,27,33,43,48,49","1,8,10,12,17,19,21,28,32,35,42,49"
"0,5,7,12,26,35,45","3,5,8,12,13,14,15,22,30,38,45,47","3,7,8,12,14,22,26,29","3,9,16,19,24,28,29,33,37,38,45","1,3,4,9,10,15,18,27,35,36,47","2,5,6,7,11,26,32,34,38,39,41,42,43,46"
"0,1,18,24,34,38,49","0,1,6,18,21,30,44,47,49","2,3,8,9,12,15,18,19,22,26,30,33,35,49","11,17,25,26,27,32,35,47","1,3,8,15,22,32,35,38,42,49","12,14,15,19,23,27,30,34,45"
