mg,mo,gm,go,om,og
"18,24,27,40,45,49","0,9,10,16,21,29,30,35,40,43,44,46,47,48","1,10,17,20,28,30,31,35,38,42","2,3,6,9,19,21,23,25,36,43","1,2,9,12,16,19,22,31,35,44,48,49","1,2,3,13,16,20,21,25,39,44,47"
"16,17,19,21,23","2,3,6,10,18,20,21,27,30,34,35,38,41,48","16,19,30,31,33,38,45,47","5,7,15,19,21,29,30,39,47","1,2,12,19,24,31,40,48","0,1,7,14,21,23,27,41,42,44,46"
"1,8,24,41,42,45","4,6,8,11,19,20,38,39,43","3,15,18,20,23,25,43,45","5,9,11,13,16,18,19,22,24,26,32,38,39,43,44","4,5,6,10,18,19,20,23,26,30,41,49","10,14,17,20,21,23,29,35,38,43,45,47"
"1,8,9,10,20,24,25,28,35,47","2,3,8,19,20,23,24,32,41,42","1,10,28,39,42","8,10,30,46,49","10,15,20,29,30,36,42,47,49","4,6,10,15,19,20,29,30,38,41,44"
"3,19,21,47,49","4,12,16,22,28,31,32,44","0,4,11,13,19,24,32,39,43,49","1,12,15,20,22,27,28,31,34,40,43,47","8,18,22,25,35,38,39,43","7,15,21,24,26,39"
"7,8,9,11,17,19,25,26,39","1,2,5,6,27,28,36,41,47","2,5,6,11,16,19,33,35,38,39,43,45,47,48,49","0,9,11,12,19,28,36,41,49","5,6,8,11,13,15,21,25,26,38,45","17,24,26,28,31,37,39,41,43"
"0,7,9,16,25,26,34,38,42","3,25,26,31,32,33,42,45,47","7,10,13,21,22,33,36","4,7,8,12,19,21,30,35,46,49","2,12,13,18,20,24,29,31,33,38,39,42,45,47","1,10,11,17,29,40,48,49"
"0,6,8,20,21,29,39,42","13,15,22,47,48","6,13,19,36,43,46,49","6,8,14,17,18,20,21,23,37,39,40,42,44","7,8,21,22,28,29,31,36,37,40,49","2,9,13,21,22,24,27,35,36,40"
"2,6,9,12,14,17,18,22,23,26,30,31,33,34,37,38,39,40,43,44,49","6,7,8,9,10,13,14,31,34,40,41,46","3,12,15,33,42,49","2,7,12,16,17,36,37,41","6,9,12,24,31,39,41,42,49","9,10,12,13,14,16,17,23,47,49"
"10,16,23,24,38,41,45,46","1,6,7,11,18,22,44,47","1,3,8,10,11,15,16,21,31,33,38,39,40,49","3,4,5,13,16,19,37,39,40,43,44,49","1,3,4,21,26,33,37,41,44,47","11,13,15,20,29,38,39,40,41,48"
"5,10,14,18,19,22,25,30,42,43,49","7,11,16,23,25,29,46","2,3,4,11,13,21,28,40","1,2,5,10,11,12,14,20,27,32","2,10,19,25,26,43,48,49","7,15,17,31,36,47,49"
"1,3,10,11,12,14,20,21,24,31,32,41,45,47,49","3,6,7,9,13,16,28,32,38,39","7,13,17,18,21,23,41","0,3,5,10,11,32,35,43,44,45,47,48","23,24,30,45,47,48","9,13,17,25,30,33"
"9,17,20,37,39,46","0,5,8,19,22,24,32,34,39,45","6,9,15,18,20,23,33,37,44,46","16,22,30,44,47,48","1,7,10,11,18,38,41,46","7,11,14,17,24,32,33,34,40,45"
"1,3,4,8,19,25,26,30,34,39,44,47","1,4,14,17,19,22,23,29,30,31,37,43","0,3,6,7,9,11,13,14,22,23,31,33,34,46","27,28,34,42","4,5,12,13,22,23,26,27,36,41","0,1,15,16,23,24,27,47"
"5,18,19,24,28,29,30,34,40,42","4,5,6,7,9,12,13,14,19,20,23,24,29,31,33,39,44","2,3,13,21,30,32,33,37,38,41","8,11,14,23,24,25,29,30,34,47","5,20,21,24,27,36,37,39,40,44,48,49","4,8,9,10,14,15,19,26,27,32,34,48,49"
"1,3,9,11,12,18,24,34,35,45,46,48","0,10,11,13,14,17,22,24,26,32,39","0,1,6,10,14,21,25,33,39,42,45,49","0,2,3,5,14,15,17,21,31,32,34,37,43,48","0,11,12,14,17,25,33,41","0,2,3,4,6,7,8,17,29,32,34"
"0,2,19,21,24,36,39,41,42,43,48","4,12,13,18,20,21,22,24,27,33,34,37,38,40,41,43,44","0,4,15,17,20,23,27,34,36,41,47","0,1,8,10,14,16,17,19,20,26,28,30,34,41","3,5,11,15,22,26,28,30,33,41,44,45,48","6,11,14,17,30,33,41,42,44,46"
"3,7,17,20,25,28,33,40,44","6,13,14,22,23,28,31,33,44,48","1,9,13,14,15,16,24,27,31,32,35,39,41","2,5,11,18,22,26,41,46,48","2,4,7,8,11,17,21,28,31,45","1,11,18,19,20,23,32,38"
"18,27,29,30,32,43,45","10,13,29,35,43,45,49","3,7,11,15,22,33,35,41,43,46,48","2,4,7,8,22,24,27,30,43,45","0,11,19,21,24,25,27,38,41,43,47","1,2,5,6,7,10,18,20,21,25,27,29,34,36,40,43,49"
"3,6,7,14,18,19,20,21,37,47","6,11,16,19,25,34,39,41,45","0,1,7,21,33,38,42","4,15,16,24,25,26,28,41,49","0,7,10,11,13,19,25,29,34,39,41,42","5,17,27,32,34,36,37,48,49"
"1,3,5,9,13,23,26,27,30,40","0,3,14,19,30,31,36,41,42,46,47","24,25,27,34,36,40,43,47","2,6,12,20,21,23,27,37,46","4,13,14,19,20,31,37,43,44","0,6,18,21,36,43"
"3,4,11,18,22,23,24,32,37,38,43,47","2,3,4,7,21,37","2,7,15,21,34,37,40,49","0,1,5,12,15,16,17,26,41,46,47","7,9,11,18,25,33,35,45,48,49","6,7,9,12,14,16,24,28,31,42,45,46,48"
"5,7,10,12,21,24,26,30,41,45","20,23,28,31,34,36,43,47","8,9,14,17,28,29,36,38,44,46","3,4,5,7,9,16,18,19,20,25,27,33,35,38,47,49","3,7,15,16,25,30,31,32,34,45,47,49","2,5,7,10,11,12,19,20,23,26,29,36,37,39,46,47"
"6,8,9,22,23,30,43,48","0,3,4,5,7,9,14,21,25,26,35,36,39,41,46,48","2,5,6,7,12,21,40,41,48","3,7,12,14,21,31,34,39,44,46","0,11,13,16,23,24,25,26,32,42,48","4,7,9,10,23,24,36,37,40,42"
"4,7,16,17,24,29,30,32,33,34,40,46","2,12,19,22,25,27,28,32,33,35,39,46,47","11,13,14,25,29,33,35,36","1,4,5,9,12,13,16,21,31,33,35,39,43,44","9,14,19,24,43","2,5,6,8,17,19,28,30,31,34,44,47"
